Status;TypeAnlegg;KraftverksNavn;Forventet elsertifikatberettiget produksjon, GWh;ESerfikatProdMWH;SerfikatProdmndMWH;YtelseMW;Idriftsettelsedato;Maalet;ENormaarProd;Overgangsordning;HeleProd;GodkjentDato;Startdato;Sluttdato;Foretaksnavn;Fylke;Kommune;Omraade
Godkjent;Vannkraft;Veslefallet;15,5;15500;1291,7;4,90000009;20.04.2010;Nei;;15,5;ja;07.01.2016;31.01.2016;20.05.2029;KIÆR MYKLEBY Anders Kiær;Innlandet;Stor-Elvdal;EL 1
Godkjent;Vannkraft;Lya;20,8;20800;1733,3;5,48999977;15.04.2008;Nei;;20,8;ja;08.01.2016;31.01.2016;16.05.2027;E-CO ENERGI AS;Viken;Ål;EL 5
Godkjent;Vannkraft;Finnesetbekken;3,49;3490;290,8;1,42799997;27.04.2011;Nei;;3,49;ja;08.01.2016;31.01.2016;27.05.2030;FINNESETBEKKEN KRAFTVERK AS;Viken;Nesbyen;EL 5
Godkjent;Vannkraft;Kvåle;17,6;17600;1466,7;4,5999999;06.05.2009;Nei;;17,6;ja;08.01.2016;31.01.2016;05.06.2028;LUSTER SMÅKRAFT AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Bulko;7,45;7448;620,7;2,3499999;21.04.2008;Nei;;7,45;ja;08.01.2016;31.01.2016;22.05.2027;BULKO KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Ridøla;5,1;5100;425;1,89999997;12.03.2010;Nei;;5,1;ja;08.01.2016;31.01.2016;11.04.2029;RIDØLA KRAFT AS;Viken;Ål;EL 5
Godkjent;Vannkraft;Jardøla;16,2;16200;1350;5;16.10.2008;Nei;;16,2;ja;08.01.2016;31.01.2016;16.11.2027;JARDØLA KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Straumane;6,86;6860;571,7;1,45000004;29.05.2005;Nei;;6,86;ja;08.01.2016;31.01.2016;28.06.2024;SVELGEN KRAFT AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Heina;8;8000;666,7;2,79999995;14.11.2008;Nei;;8;ja;08.01.2016;31.01.2016;15.12.2027;HEINA KRAFT AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vannkraft;Vesleåni;4,9;4900;408,3;1,64999997;11.08.2009;Nei;;4,9;ja;08.01.2016;31.01.2016;10.09.2028;VESLEÅNI KRAFT AS;Viken;Flå;EL 5
Godkjent;Vannkraft;Sørdalselva;3,43;3430;285,8;1,14999997;09.02.2008;Nei;;3,43;ja;08.01.2016;31.01.2016;11.03.2027;SØRDALSKRAFT AS;Vestland;Vaksdal;EL 5
Godkjent;Vannkraft;Øynan;5,8;5800;483,3;1,95000004;02.03.2010;Nei;;5,8;ja;11.01.2016;31.01.2016;01.04.2029;ØYNAN KRAFTVERK AS;Viken;Hol;EL 5
Godkjent;Vannkraft;Kylland;3,8;3800;316,7;1,29999995;24.08.2010;Nei;;3,8;ja;11.01.2016;31.01.2016;23.09.2029;KYLLAND KRAFT AS;Agder;Åseral;EL 2
Godkjent;Vannkraft;Fosstveit;8;8000;666,7;1,99;24.08.2008;Nei;;8;ja;11.01.2016;31.01.2016;24.09.2027;FOSSTVEIT KRAFT AS;Agder;Tvedestrand;EL 2
Godkjent;Vannkraft;Frammarsvik;8,4;8400;700;2,40000009;11.09.2008;Nei;;8,4;ja;11.01.2016;31.01.2016;12.10.2027;FRAMMARSVIK KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Tinnkraft;8;8000;666,7;2,90000009;18.05.2008;Nei;;8;ja;11.01.2016;31.01.2016;18.06.2027;TINNKRAFT AS;Vestfold og Telemark;Tinn;EL 2
Godkjent;Vannkraft;Landakraft;8;8000;666,7;2;09.06.2010;Nei;;8;ja;11.01.2016;31.01.2016;09.07.2029;LANDAKRAFT AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Tjøtaelva;8,11;8110;675,8;2,29999995;13.05.2011;Nei;;8,11;ja;11.01.2016;31.01.2016;12.06.2030;SMÅKRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Årvik;17,4;17400;1450;5,25;05.11.2008;Nei;;17,4;ja;11.01.2016;31.01.2016;06.12.2027;SMÅKRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Kløvtveit;43,35;43346,6;3612,2;8,89999961;22.03.2006;Nei;;43,35;ja;11.01.2016;31.01.2016;21.04.2025;BKK PRODUKSJON AS;Vestland;Gulen;EL 5
Godkjent;Vannkraft;Vassfossen;26;26000;2166,7;5,5;15.04.2008;Nei;;26;ja;12.01.2016;31.01.2016;16.05.2027;RISDAL ENERGI AS;Agder;Froland;EL 2
Godkjent;Vannkraft;Meierifossen;5,3;5300;441,7;1,36000001;27.08.2008;Nei;;5,3;ja;12.01.2016;31.01.2016;27.09.2027;MEIERIFOSSEN KRAFTVERK AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Harstveitbekken;5,5;5500;458,3;1,79999995;13.11.2009;Nei;;5,5;ja;12.01.2016;31.01.2016;13.12.2028;HARSTVEITBEKKEN KRAFT AS;Agder;Åmli;EL 2
Godkjent;Vannkraft;Årdal Øvre;11;11000;916,7;3,5;13.11.2008;Nei;;11;ja;12.01.2016;31.01.2016;14.12.2027;ÅRDAL KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Hopselva;16;16000;1333,3;4,61999988;30.05.2010;Nei;;16;ja;12.01.2016;31.01.2016;29.06.2029;HOPSELVA KRAFTVERK AS;Vestland;Bjørnafjorden;EL 2
Godkjent;Vannkraft;Haugaelva;7;7000;583,3;2;22.03.2010;Nei;;7;ja;12.01.2016;31.01.2016;21.04.2029;FORSØGET HAUGAELVA SMÅKRAFTVERK AS;Vestland;Bjørnafjorden;EL 2
Godkjent;Vannkraft;Vikaelva;15;15000;1250;4,13999986;17.09.2008;Nei;;15;ja;12.01.2016;31.01.2016;18.10.2027;VIKA KRAFT AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Ytre Alsåker;19,7;19700;1641,7;4,90000009;06.10.2008;Nei;;19,7;ja;14.01.2016;31.01.2016;06.11.2027;SMÅKRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Nordåni;4,5;4500;375;1,20000004;01.06.2006;Nei;;4,5;ja;14.01.2016;31.01.2016;01.07.2025;NORDÅNA KRAFT AS;Agder;Bygland;EL 2
Godkjent;Vannkraft;Ufysja;6;6000;500;1,5;15.12.2005;Nei;;6;ja;14.01.2016;31.01.2016;14.01.2025;UFYSJA KRAFTVERK AS;Viken;Hol;EL 5
Godkjent;Vannkraft;Kittilsviken;6,8;6800;566,7;1,89999997;02.05.2007;Nei;;6,8;ja;14.01.2016;31.01.2016;01.06.2026;KITTILSVIKEN KRAFTVERK AS;Viken;Flå;EL 5
Godkjent;Vannkraft;Dauremål;13,19;13188,3;1099;4,9499998;04.06.2007;Nei;;13,19;nei;14.01.2016;31.01.2016;04.07.2026;SFE PRODUKSJON AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Vågen;20;20000;1666,7;4,90000009;23.10.2007;Nei;;20;ja;14.01.2016;31.01.2016;22.11.2026;VÅGEN KRAFT AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Bjørndalen;25,34;25336,8;2111,4;4,9499998;15.06.2006;Nei;;25,34;nei;14.01.2016;31.01.2016;06.06.2026;SFE PRODUKSJON AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Gryto;12;12000;1000;3,5;21.08.2006;Nei;;12;ja;07.01.2016;31.01.2016;20.09.2025;Gryto Kraft AS;Vestland;Kvam;EL 5
Godkjent;Vannkraft;Simavik;6;6000;500;1,25;21.05.2015;Ja;6;;ja;20.01.2016;01.02.2016;01.02.2031;TROMSØ KOMMUNE;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vannkraft;Joka;7,8;7800;650;1,5;23.05.2005;Nei;;7,8;ja;20.01.2016;31.01.2016;22.06.2024;JOKA KRAFT AS;Vestland;Vik;EL 5
Godkjent;Vannkraft;Dale;12;12000;1000;2,95000004;01.07.2005;Nei;;12;ja;20.01.2016;31.01.2016;31.07.2024;DALE KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Fjelna;17,3;17300;1441,7;4,82999992;11.03.2015;Ja;17,3;;ja;20.01.2016;01.02.2016;01.02.2031;NORDIC POWER AS;Trøndelag;Heim;EL 3
Godkjent;Vannkraft;Nape;7,57;7574,2;631,2;1,92499995;21.08.2013;Ja;7,57;;ja;02.04.2014;14.04.2014;14.04.2029;NAPE KRAFT AS;Vestfold og Telemark;Fyresdal;EL 2
Godkjent;Vannkraft;Venna;9,8;9800;816,7;2,79999995;02.12.2013;Ja;9,8;;ja;25.04.2014;05.05.2014;05.05.2029;VENNA KRAFT AS;Trøndelag;Heim;EL 3
Klage på godkjennelse;Vannkraft;Kverninga;6,6;6600;550;2,83200001;26.09.2013;Ja;6,6;;ja;19.12.2014;23.06.2014;23.06.2029;KVERNINGA KRAFTVERK AS;Innlandet;Rendalen;EL 1
Godkjent;Vannkraft;Furegardane;16,1;16100;1341,7;5,48999977;19.05.2014;Ja;16,1;;ja;13.08.2014;25.08.2014;25.08.2029;SMÅKRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Bergselva;11,6;11600;966,7;5,40000009;18.09.2013;Ja;11,6;;ja;09.01.2015;19.01.2015;19.01.2030;NORDKRAFT SMÅKRAFT AS;Troms og Finnmark Romsa ja Finnmárku;Storfjord-Omasvuotna-Omasvuono;EL 4
Godkjent;Vannkraft;Skarg;69;69000;5750;24;10.06.2014;Ja;69;;ja;02.02.2015;16.02.2015;16.02.2030;OTRA KRAFT DA;Agder;Bykle;EL 2
Godkjent;Vannkraft;Bagn;18,5;18503,2;1541,9;75,5;12.01.1963;Ja;18,5;;nei;06.05.2015;18.05.2015;18.05.2030;SKAGERAK KRAFT AS;Innlandet;Sør-Aurdal;EL 1
Godkjent;Vannkraft;Nyvikelva;6;6000;500;2,0999999;01.05.2015;Ja;6;;ja;21.05.2015;01.06.2015;01.06.2030;NYVIKELVA KRAFT DA;Trøndelag;Raarvikhe %u2013 Røyrvik;EL 4
Godkjent;Vannkraft;Kaldsåni;6,29;6290;524,2;2,79999995;28.05.2015;Ja;6,29;;ja;30.06.2015;13.07.2015;13.07.2030;SMÅKRAFT AS;Agder;Bykle;EL 2
Godkjent;Vannkraft;Hjelle;11,4;11400;950;2,8499999;15.05.2008;Nei;;11,4;ja;09.02.2016;15.02.2016;30.06.2027;HJELLE KRAFTVERK AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Ekkjestølen;17,1;17100;1425;4;04.03.2009;Nei;;17,1;ja;09.02.2016;15.02.2016;18.04.2028;SMÅKRAFT AS;Vestland;Ullensvang;EL 2
Godkjent;Vannkraft;Flatlandsåi;5,1;5096;424,7;1,29999995;03.01.2006;Nei;;5,1;ja;10.02.2016;22.02.2016;24.02.2025;VRÅDAL KRAFT AS;Vestfold og Telemark;Kviteseid;EL 2
Godkjent;Vannkraft;Vanndøla;12;12000;1000;3,79999995;29.05.2008;Nei;;12;ja;10.02.2016;22.02.2016;21.07.2027;LUSTER SMÅKRAFT AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Rasdalen;19;19000;1583,3;5,1999998;03.12.2009;Nei;;19;ja;10.02.2016;22.02.2016;24.01.2029;SMÅKRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Årdal Nedre;7,3;7300;608,3;2,79999995;13.10.2009;Nei;;7,3;ja;10.02.2016;22.02.2016;04.12.2028;ÅRDAL KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Grytfossen;3,23;3234;269,5;1,125;07.04.2005;Nei;;3,23;ja;11.02.2016;22.02.2016;29.05.2024;NORSK GRØNNKRAFT AS;Innlandet;Nordre Land;EL 1
Godkjent;Vannkraft;Kvangreelva;3;3000;250;0,47999998;29.03.2012;Ja;3;;ja;19.02.2016;29.02.2016;28.02.2031;KVANGREELVA KRAFTVERK AS;Vestland;Kinn;EL 3
Godkjent;Vannkraft;Færåsen;5,69;5694,3;474,5;1,42999994;03.03.2009;Nei;;5,69;ja;22.02.2016;07.03.2016;07.05.2028;AGDER ENERGI VANNKRAFT AS;Agder;Lindesnes;EL 2
Godkjent;Vannkraft;Eiriksdal;66,57;66571,8;5547,6;80;22.11.2013;Ja;66,57;;nei;12.02.2016;22.02.2016;22.02.2031;STATKRAFT ENERGI AS;Vestland;Høyanger;EL 3
Godkjent;Vannkraft;Høyanger K5A;13,44;13441,4;1120,1;93;30.06.1965;Ja;13,44;;nei;12.02.2016;22.02.2016;22.02.2031;STATKRAFT ENERGI AS;Vestland;Høyanger;EL 3
Godkjent;Vannkraft;Hugla;5,5;5500;458,3;1,35000002;29.11.2004;Nei;;5,5;ja;22.02.2016;07.03.2016;03.02.2024;HUGLA KRAFT AS;Vestland;Vik;EL 5
Godkjent;Vannkraft;Kråkenes;9;9000;750;2,16000008;28.08.2007;Nei;;9;ja;29.02.2016;14.03.2016;08.11.2026;KRÅKENES KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Gryta;4,6;4600;383,3;1,49;28.04.2009;Nei;;4,6;ja;29.02.2016;14.03.2016;09.07.2028;GRYTA KRAFT AS;Trøndelag;Rindal;EL 3
Godkjent;Vannkraft;Innvik;54,75;54754,7;4562,9;15,5;15.04.2007;Nei;;54,75;ja;02.03.2016;07.03.2016;19.06.2026;INNVIK KRAFTVERK AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Bruvollelva;12,4;12400;1033,3;3,79999995;27.05.2010;Nei;;12,4;ja;14.03.2016;14.03.2016;07.08.2029;SMÅKRAFT AS;Trøndelag;Snåase %u2013 Snåsa;EL 3
Godkjent;Vannkraft;Fossmark;6,96;6961,5;580,1;2,03999996;15.05.2007;Nei;;6,96;ja;17.02.2016;29.02.2016;12.07.2026;FOSSMARK KRAFT AS;Rogaland;Sandnes;EL 2
Godkjent;Vindkraft;Skomakerfjellet;35,28;35280;2940;13,2;31.12.2015;Ja;35,28;;ja;21.03.2016;21.03.2016;21.03.2031;TRØNDERENERGI KRAFT AS;Trøndelag;Åfjord;EL 3
Godkjent;Vannkraft;Gire;7;7000;583,3;2,38000011;05.06.2008;Nei;;7;ja;17.03.2016;04.04.2016;07.09.2027;GIRE KRAFT AS;Viken;Nesbyen;EL 5
Godkjent;Vannkraft;Alsaker;5;5000;416,7;1,20000004;17.03.2009;Nei;;5;ja;11.04.2016;11.04.2016;25.06.2028;ALSAKER KRAFT AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Heggtveit;4,5;4500;375;1,65999996;16.12.2015;Ja;4,5;;ja;31.03.2016;11.04.2016;11.04.2031;SKRÆI & SKREDE KRAFT AS;Vestfold og Telemark;Fyresdal;EL 2
Godkjent;Vannkraft;Godal;1,5;1500;125;0,51999998;03.12.2015;Ja;1,5;;ja;04.04.2016;11.04.2016;11.04.2031;LØVENSKIOLD-FOSSUM KRAFT AS;Vestfold og Telemark;Skien;EL 2
Godkjent;Vannkraft;Kvernstad;16,6;16600;1383,3;2,75;03.11.2008;Nei;;16,6;ja;05.04.2016;11.04.2016;12.02.2028;KVERNSTAD KRAFT AS;Trøndelag;Orkland;EL 3
Godkjent;Vannkraft;Gravbrøtfoss;10,2;10200;850;2,0999999;05.06.2009;Nei;;10,2;ja;05.04.2016;11.04.2016;13.09.2028;GRAVBRØTFOSS KRAFT AS;Trøndelag;Snåase %u2013 Snåsa;EL 3
Godkjent;Vannkraft;Steindøla;7,8;7800;650;2,5999999;01.01.2009;Nei;;7,8;ja;07.04.2016;18.04.2016;18.04.2028;STEINDØLA KRAFT AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Mølnelva;4,9;4900;408,3;1,20000004;24.11.2008;Nei;;4,9;ja;11.04.2016;25.04.2016;18.03.2028;SANDVIK ENERGI AS;Troms og Finnmark Romsa ja Finnmárku;Dyrøy;EL 4
Godkjent;Vannkraft;Sværen;9,6;9600;800;3,20000004;26.05.2010;Nei;;9,6;ja;15.04.2016;25.04.2016;17.09.2029;SFE PRODUKSJON AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Skjerdal;24,4;24400;2033,3;5,30000019;18.06.2008;Nei;;24,4;ja;15.04.2016;25.04.2016;11.10.2027;SKJERDAL KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Nybuelvi;7,1;7100;591,7;3,5999999;07.04.2016;Ja;7,1;;ja;15.04.2016;25.04.2016;25.04.2031;NYBUELVE OG TVERRÅNE KRAFTVERKER AS;Viken;Nesbyen;EL 5
Godkjent;Vannkraft;Kvitefella;5,9;5900;491,7;1,29999995;09.02.2005;Nei;;5,9;ja;22.04.2016;02.05.2016;10.06.2024;KVITEFELLA KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Rivedal;15;15000;1250;3,20000004;17.02.2005;Nei;;15;ja;25.04.2016;09.05.2016;25.06.2024;RIVEDAL KRAFTVERK AS;Vestland;Askvoll;EL 3
Godkjent;Vannkraft;Brekkebekken;1,19;1186,8;98,9;0,472;09.09.2004;Nei;;1,19;ja;02.05.2016;16.05.2016;23.01.2024;ERLEND SAMSLÅTT;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Virak;4,6;4600;383,3;1,39999997;12.06.2005;Nei;;4,6;ja;03.05.2016;16.05.2016;25.10.2024;VIRAK KRAFT AS;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Stølsdalselva;21;21000;1750;7,5;10.07.2009;Nei;;21;ja;03.05.2016;16.05.2016;22.11.2028;STØLSDALSELVA KRAFTVERK AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Frøystul;2,63;2631,9;219,3;45,59999847;01.01.1995;Ja;2,63;;nei;03.05.2016;16.05.2016;16.05.2031;Norsk Hydro ASA;Vestfold og Telemark;Tinn;EL 2
Godkjent;Vannkraft;Fossmark;1,23;1231,8;102,7;9;13.02.1989;Ja;1,23;;nei;24.05.2016;06.06.2016;06.06.2031;BKK PRODUKSJON AS;Vestland;Vaksdal;EL 5
Godkjent;Vannkraft;Ytre Matre;11,5;11500;958,3;3,29999995;17.03.2006;Nei;;11,5;ja;24.05.2016;06.06.2016;20.08.2025;YTRE MATRE ENERGI AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Tveitaskar;10;10000;833,3;4,1999998;03.11.2009;Nei;;10;ja;24.05.2016;06.06.2016;08.04.2029;SMÅKRAFT AS;Vestland;Bjørnafjorden;EL 2
Godkjent;Vannkraft;Steinsland;7,03;7034,6;586,2;170;01.01.1981;Ja;7,03;;nei;24.05.2016;06.06.2016;06.06.2031;BKK PRODUKSJON AS;Vestland;Modalen;EL 5
Godkjent;Vannkraft;Geisdøla;3,64;3640;303,3;1,27499997;03.05.2005;Nei;;3,64;nei;24.05.2016;06.06.2016;07.10.2024;GEISDØLA KRAFTVERK AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Storebekk;5,72;5720;476,7;2;28.12.2004;Nei;;5,72;nei;24.05.2016;06.06.2016;02.06.2024;STOREBEKK KRAFTVERK AS;Agder;Evje og Hornnes;EL 2
Godkjent;Vannkraft;Sya;4,9;4900;408,3;1,20000004;14.12.2009;Nei;;4,9;ja;27.05.2016;06.06.2016;19.05.2029;SYA KRAFT AS;Trøndelag;Orkland;EL 3
Godkjent;Vannkraft;Uleberg;38;38000;3166,7;9,39999961;30.03.2006;Nei;;38;ja;27.05.2016;06.06.2016;02.09.2025;AGDER ENERGI VANNKRAFT AS;Agder;Evje og Hornnes;EL 2
Godkjent;Vannkraft;Helle;3;3000;250;1,29999995;01.01.2007;Nei;;3;ja;29.05.2016;14.06.2016;14.06.2026;HELLE KRAFTVERK DA;Agder;Lyngdal;EL 2
Godkjent;Vannkraft;Makkoren;4,34;4343,2;361,9;4;23.11.2012;Ja;4,34;;nei;11.04.2016;25.04.2016;25.04.2031;STATKRAFT ENERGI AS;Vestland;Høyanger;EL 3
Godkjent;Vannkraft;Pålsbu;22;22000;1833,3;6,1999998;26.06.2007;Nei;;22;ja;31.05.2016;13.06.2016;06.12.2026;STATKRAFT ENERGI AS;Viken;Nore og Uvdal;EL 5
Godkjent;Vannkraft;Bjørndalselva;17,4;17400;1450;5,30000019;15.06.2006;Nei;;17,4;ja;31.05.2016;13.06.2016;25.11.2025;BJØRNDALEN KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Byrkjelo;61,5;61500;5125;13,27000045;25.08.2007;Nei;;61,5;ja;31.05.2016;13.06.2016;04.02.2027;BYRKJELO KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Leirdøla;11,59;11592,5;966;125;23.10.1978;Ja;11,59;;nei;06.06.2016;20.06.2016;20.06.2031;STATKRAFT ENERGI AS;Vestland;Luster;EL 5
Godkjent;Vannkraft;Braskereidfoss;39,31;39307,1;3275,6;35,95000076;12.12.1978;Ja;39,31;;nei;10.06.2016;20.06.2016;20.06.2031;EIDSIVA VANNKRAFT AS;Innlandet;Våler (Innlandet);EL 1
Godkjent;Vannkraft;Tverråni;7,9;7900;658,3;3;21.05.2016;Ja;7,9;;ja;10.06.2016;20.06.2016;20.06.2031;NYBUELVE OG TVERRÅNE KRAFTVERKER AS;Viken;Nesbyen;EL 5
Godkjent;Vannkraft;Skjærdalselva;0,8;800;66,7;0,15999999;26.04.2016;Ja;0,8;;ja;10.06.2016;20.06.2016;20.06.2031;SKJÆRDALEN EIENDOM AS;Viken;Ringerike;EL 1
Godkjent;Vannkraft;Sekkelva;3,4;3400;283,3;0,74;24.11.2015;Ja;3,4;;ja;10.06.2016;20.06.2016;20.06.2031;SEKKELVA KRAFTVERK AS;Vestland;Kvam;EL 5
Godkjent;Vannkraft;Boge 2;5,5;5500;458,3;1,25;02.09.2008;Nei;;5,5;ja;10.06.2016;20.06.2016;20.02.2028;BOGE KRAFT AS;Vestland;Vaksdal;EL 5
Godkjent;Vannkraft;Egge;19;19000;1583,3;5;21.03.2007;Nei;;19;ja;10.06.2016;20.06.2016;07.09.2026;EGGE KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Smådøla;47,4;47400;3950;13,6999998;02.02.2015;Ja;47,4;;ja;10.06.2016;20.06.2016;20.06.2031;AS EIDEFOSS;Innlandet;Lom;EL 3
Godkjent;Vannkraft;Rødberg;15,5;15500;1291,7;2,90000009;02.02.2009;Nei;;15,5;ja;10.06.2016;20.06.2016;22.07.2028;STATKRAFT ENERGI AS;Viken;Nore og Uvdal;EL 5
Godkjent;Vannkraft;Rongkleiv;11,28;11280;940;3;10.05.2006;Nei;;11,28;ja;14.06.2016;27.06.2016;03.11.2025;RONGKLEIV KRAFT AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Hågjøla;0,54;540;45;0,1;28.05.2007;Nei;;0,54;ja;15.06.2016;27.06.2016;21.11.2026;HÅGJØLA MIKROKRAFTVERK DA;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Midtre Tessa;0,18;183;15,2;7;12.02.1954;Ja;0,18;;nei;22.06.2016;04.07.2016;04.07.2031;AS EIDEFOSS;Innlandet;Vågå;EL 3
Godkjent;Vannkraft;Ilaget;7,88;7880;656,7;1,70000004;21.04.2008;Nei;;7,88;ja;24.06.2016;04.07.2016;23.10.2027;ILAGET ENERGI AS;Vestland;Kvinnherad;EL 2
Godkjent;Vannkraft;Hommsåne;5,1;5100;425;1,79999995;10.05.2016;Ja;5,1;;ja;24.06.2016;04.07.2016;04.07.2031;SMÅKRAFT AS;Agder;Valle;EL 2
Godkjent;Vannkraft;Hjelledøla;6,8;6800;566,7;1,10000002;12.05.2006;Nei;;6,8;ja;24.06.2016;04.07.2016;12.11.2025;HJELLEDALEN KRAFTLAG AS;Vestland;Stryn;EL 3
Godkjent;Vannkraft;Boge 1;6,1;6100;508,3;1,35000002;01.01.2007;Nei;;6,1;ja;27.06.2016;11.07.2016;11.07.2026;BOGE KRAFT AS;Vestland;Vaksdal;EL 5
Godkjent;Vannkraft;Holmen;81;81000;6750;25;21.05.2016;Ja;81;;ja;29.06.2016;11.07.2016;11.07.2031;HOLMEN KRAFT AS;Vestland;Aurland;EL 5
Godkjent;Vannkraft;Nivla;11;11000;916,7;4,71999979;03.06.2016;Ja;11;;ja;29.06.2016;11.07.2016;11.07.2031;NIVLA KRAFT AS;Vestland;Lærdal;EL 5
Godkjent;Vannkraft;Tverrgjuvlo;18,2;18200;1516,7;5,6999998;13.04.2016;Ja;18,2;;ja;29.06.2016;11.07.2016;11.07.2031;BKK PRODUKSJON AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Grytneselva;14,1;14100;1175;5,90000009;17.03.2016;Ja;14,1;;ja;29.06.2016;11.07.2016;11.07.2031;LANGFJORDKRAFT AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vannkraft;Tafjord 5;2,93;2928,1;244;82,69999694;28.01.1982;Ja;2,93;;nei;29.06.2016;11.07.2016;11.07.2031;TAFJORD KRAFTPRODUKSJON AS;Møre og Romsdal;Fjord;EL 3
Godkjent;Vannkraft;Hesjeberg;14;14000;1166,7;6,13999986;15.04.2016;Ja;14;;ja;08.07.2016;18.07.2016;18.07.2031;NORDKRAFT PROSJEKT AS;Troms og Finnmark Romsa ja Finnmárku;Gratangen;EL 4
Godkjent;Vannkraft;Gosland;10,9;10900;908,3;4,03999996;13.05.2016;Ja;10,9;;ja;08.07.2016;18.07.2016;18.07.2031;GOSLAND KRAFT AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Åkvisla;10;10000;833,3;3,5999999;01.07.2016;Ja;10;;ja;08.07.2016;18.07.2016;18.07.2031;GUDBRANDSDAL ENERGI PRODUKSJON AS;Innlandet;Øyer;EL 1
Godkjent;Vannkraft;Vindedal;15;15000;1250;5,40000009;10.11.2005;Nei;;15;ja;08.08.2016;22.08.2016;01.07.2025;VINDEDAL KRAFTVERK AS;Vestland;Lærdal;EL 5
Godkjent;Vannkraft;Steinsland;12,09;12089,6;1007,5;170;01.01.1981;Ja;12,09;;nei;12.12.2013;23.12.2013;23.12.2028;BKK PRODUKSJON AS;Vestland;Modalen;EL 5
Godkjent;Vannkraft;Kjørstad;7,65;7650;637,5;2,5;21.06.2016;Ja;7,65;;ja;10.08.2016;22.08.2016;22.08.2031;KJØRSTAD KRAFT AS;Vestland;Stad;EL 3
Godkjent;Vannkraft;Selselva;18,6;18600;1550;5,36000013;16.05.2016;Ja;18,6;;ja;11.08.2016;22.08.2016;22.08.2031;SELSELVA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Mjeldeelva;5,7;5700;475;1,63999998;02.06.2016;Ja;5,7;;ja;11.08.2016;22.08.2016;22.08.2031;SMÅKRAFT AS;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vannkraft;Holsfossen;6,11;6105,4;508,8;2,20000004;01.01.1930;Ja;6,11;;nei;15.08.2016;29.08.2016;29.08.2031;EIDSIVA VANNKRAFT AS;Innlandet;Gausdal;EL 1
Godkjent;Vannkraft;Sølia;6,3;6300;525;1,96000003;01.06.2016;Ja;6,3;;ja;18.08.2016;29.08.2016;29.08.2031;SMÅKRAFT AS;Vestland;Fjaler;EL 3
Godkjent;Vannkraft;Storelvvatnet;20,5;20500;1708,3;5;06.07.2015;Ja;20,5;;ja;19.08.2016;29.08.2016;29.08.2031;SKS PRODUKSJON AS;Nordland;Fauske %u2013 Fuossko;EL 4
