Status;TypeAnlegg;KraftverksNavn;Forventet elsertifikatberettiget produksjon, GWh;ESerfikatProdMWH;SerfikatProdmndMWH;YtelseMW;Idriftsettelsedato;Maalet;ENormaarProd;Overgangsordning;HeleProd;GodkjentDato;Startdato;Sluttdato;Foretaksnavn;Fylke;Kommune;Omraade
Godkjent;Vannkraft;Drivdal;8,5;8500;708,3;2,29999995;14.04.2008;Nei;;8,5;ja;11.01.2016;31.01.2016;15.05.2027;DRIVDAL KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Søberg;16;16000;1333,3;5,1999998;06.06.2011;Nei;;16;ja;11.01.2016;31.01.2016;06.07.2030;SMÅKRAFT AS;Nordland;BINDAL;EL 4
Godkjent;Vannkraft;Steinsvik;35,7;35700;2975;8,1999998;28.01.2009;Nei;;35,7;ja;12.01.2016;31.01.2016;28.02.2028;SMÅKRAFT AS;Møre og Romsdal;VOLDA;EL 3
Godkjent;Vannkraft;Nordvik;15,9;15900;1325;4,63000011;07.05.2006;Nei;;15,9;ja;12.01.2016;31.01.2016;06.06.2025;NORDVIK KRAFT AS;Møre og Romsdal;SURNADAL;EL 3
Godkjent;Vannkraft;Stråpa;13,3;13300;1108,3;4,40000009;24.04.2007;Nei;;13,3;ja;12.01.2016;31.01.2016;24.05.2026;STRÅPA KRAFT AS;Rogaland;SULDAL;EL 2
Godkjent;Vannkraft;Brunstad;12,1;12100;1008,3;3,33999991;28.04.2010;Nei;;12,1;ja;12.01.2016;31.01.2016;28.05.2029;BRUNSTAD KRAFT AS;Møre og Romsdal;SYKKYLVEN;EL 3
Godkjent;Vannkraft;Vågaåna;9,8;9800;816,7;3,29999995;22.12.2012;Ja;9,8;;ja;12.01.2016;31.01.2016;31.01.2031;SMÅKRAFT AS;Rogaland;VINDAFJORD;EL 2
Godkjent;Vannkraft;Kviven;6;6000;500;1,54999995;01.02.2006;Nei;;6;ja;12.01.2016;31.01.2016;03.03.2025;KVIVEN KRAFT AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Mosbakka;12,54;12544;1045,3;4,05000019;30.04.2010;Nei;;12,54;ja;14.01.2016;31.01.2016;30.05.2029;MOSBAKKA KRAFT AS;Rogaland;SAUDA;EL 2
Godkjent;Vannkraft;Kleiva;10,78;10780;898,3;3,90000009;22.12.2009;Nei;;10,78;ja;15.01.2016;31.01.2016;21.01.2029;Aktieselskabet Saudefaldene;Rogaland;Sauda;EL 2
Godkjent;Vannkraft;Sundal;16;16000;1333,3;4,1999998;29.11.2006;Nei;;16;ja;14.01.2016;31.01.2016;29.12.2025;SUNDAL KRAFTVERK AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vindkraft;Røyrmyra;8,11;8112;676;2,4;10.09.2015;Ja;8,11;;ja;20.01.2016;01.02.2016;01.02.2031;RØYRMYRA VINDPARK AS;Rogaland;Hå;EL 2
Godkjent;Vannkraft;Trandal;26,1;26100;2175;8;20.12.2005;Nei;;26,1;ja;20.01.2016;31.01.2016;19.01.2025;TUSSA ENERGI AS;Møre og Romsdal;Ørsta;EL 3
Godkjent;Vannkraft;Breiava;54;54000;4500;14,80000019;28.08.2006;Nei;;54;ja;21.01.2016;31.01.2016;27.09.2025;LYSE PRODUKSJON AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Gyl;5,8;5800;483,3;1,37999999;04.08.2007;Nei;;5,8;ja;25.01.2016;31.01.2016;03.09.2026;GYL KRAFT AS;Møre og Romsdal;TINGVOLL;EL 3
Godkjent;Vannkraft;Tveiteåno;4,41;4410;367,5;1,45000004;08.09.2005;Nei;;4,41;ja;25.01.2016;31.01.2016;08.10.2024;TVEITEÅNO KRAFTVERK AS;Rogaland;SULDAL;EL 2
Godkjent;Vannkraft;Husstøl;2,6;2600;216,7;0,55000001;01.09.2013;Ja;2,6;;ja;20.01.2015;02.02.2015;02.02.2030;HUSSTØL KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Fossekallen;1,3;1300;108,3;0,2;20.02.2014;Ja;1,3;;ja;05.05.2014;19.05.2014;19.05.2029;FOSSEKALLEN ENERGI AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Vaka;4,65;4650;387,5;1,10000002;09.05.2014;Ja;4,65;;ja;03.10.2014;13.10.2014;13.10.2029;VAKA KRAFTVERK AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Muoidejohka;18,5;18500;1541,7;5,48999977;18.06.2014;Ja;18,5;;ja;13.08.2014;25.08.2014;25.08.2029;MUOIDEJOHKA KRAFT AS;Nordland;Beiarn;EL 4
Godkjent;Vannkraft;Litj-Hena;12;12000;1000;4,8579998;12.07.2014;Ja;12;;ja;08.09.2014;22.09.2014;22.09.2029;LITJ-HENA KRAFTVERK AS;Trøndelag;Tydal;EL 3
Godkjent;Vannkraft;Kinnforsen;8,7;8700;725;2,95000004;15.08.2014;Ja;8,7;;ja;24.09.2014;06.10.2014;06.10.2029;NORSK GRØNNKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Skravlåga;19,3;19300;1608,3;5;13.08.2014;Ja;19,3;;ja;24.09.2014;06.10.2014;06.10.2029;NORSK GRØNNKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Østre Neset;4,9;4900;408,3;1,63900005;20.08.2014;Ja;4,9;;ja;09.01.2015;19.01.2015;19.01.2030;NESET KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Hammeren;0,26;262;21,8;0,13199999;20.01.2014;Ja;0,26;;ja;24.03.2015;06.04.2015;06.04.2030;RANA KOMMUNE TEKNISK ETAT;Nordland;Rana;EL 4
Godkjent;Vannkraft;Skår;4,7;4700;391,7;1,39999997;26.01.2015;Ja;4,7;;ja;08.04.2015;20.04.2015;20.04.2030;TUSSA ENERGI AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Tverråa;3;3000;250;0,93;14.01.2015;Ja;3;;ja;07.05.2015;18.05.2015;18.05.2030;TVERRÅA KRAFT AS;Trøndelag;Steinkjer;EL 3
Godkjent;Vannkraft;Rødset;6,7;6700;558,3;2,15000009;15.05.2015;Ja;6,7;;ja;02.07.2015;13.07.2015;13.07.2030;STRANDA ENERGI AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Ingstad;0,57;570;47,5;0,13199999;09.02.2007;Nei;;0,57;ja;02.07.2015;13.07.2015;21.08.2025;INGSTAD KRAFT AS;Trøndelag;STJØRDAL;EL 3
Godkjent;Vannkraft;Væla;3,2;3200;266,7;0,89999997;08.07.2015;Ja;3,2;;ja;01.02.2016;08.02.2016;08.02.2031;VÆLA KRAFT AS;Trøndelag;Tydal;EL 3
Godkjent;Vannkraft;Gisnafallet;8;8000;666,7;2,90000009;08.06.2009;Nei;;8;ja;01.02.2016;08.02.2016;16.07.2028;GISNAFALLET KRAFTVERK AS;Trøndelag;Oppdal;EL 3
Godkjent;Vannkraft;Lappvikelva;7;7000;583,3;2,70000004;02.09.2010;Nei;;7;ja;05.02.2016;15.02.2016;17.10.2029;NORDIC POWER AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Folkestad;8;8000;666,7;1,85000002;14.03.2006;Nei;;8;ja;10.02.2016;22.02.2016;05.05.2025;FOLKESTAD KRAFTVERK AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Myklebust;5,73;5730;477,5;2;19.05.2009;Nei;;5,73;ja;19.02.2016;29.02.2016;16.07.2028;MYKLEBUST KRAFT AS;Møre og Romsdal;ØRSTA;EL 3
Godkjent;Vannkraft;Halvdagsåa;2,44;2440;203,3;0,59100002;05.11.2014;Ja;2,44;;ja;22.02.2016;07.03.2016;07.03.2031;HALVDAGSÅA KRAFT AS;Trøndelag;Selbu;EL 3
Godkjent;Vannkraft;Engeset;18;18000;1500;5,0999999;17.01.2007;Nei;;18;ja;02.03.2016;07.03.2016;23.03.2026;ENGESET KRAFT AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Rensjø;4,1;4100;341,7;1;05.10.2007;Nei;;4,1;ja;14.03.2016;14.03.2016;16.12.2026;SELBU ENERGIVERK AS;Trøndelag;SELBU;EL 3
Godkjent;Vannkraft;Dirdal;5,88;5880;490;1,60000002;11.07.2007;Nei;;5,88;ja;08.03.2016;28.03.2016;05.10.2026;DIRDAL KRAFT AS;Rogaland;GJESDAL;EL 2
Godkjent;Vannkraft;Madland;8,5;8500;708,3;1,875;19.02.2010;Nei;;8,5;ja;15.03.2016;28.03.2016;16.05.2029;MADLAND KRAFT AS;Rogaland;Gjesdal;EL 2
Godkjent;Vannkraft;Hjorteland (Fjellbergsåno);4,26;4263;355,3;1,75;10.12.2009;Nei;;4,26;ja;17.03.2016;04.04.2016;13.03.2029;HJORTELAND KRAFT AS;Rogaland;SULDAL;EL 2
Godkjent;Vannkraft;Skromma;9,7;9700;808,3;2,29999995;09.12.2008;Nei;;9,7;ja;18.03.2016;04.04.2016;12.03.2028;SJØFOSSEN ENERGI AS;Nordland;GILDESKÅL;EL 4
Godkjent;Vannkraft;Råssåfoss;25,7;25700;2141,7;4,94500017;10.04.2010;Nei;;25,7;ja;29.03.2016;11.04.2016;19.07.2029;RÅSSÅFOSS KRAFT AS;Møre og Romsdal;Surnadal;EL 3
Godkjent;Vannkraft;Fossåno;6,47;6468;539;1,85000002;22.05.2006;Nei;;6,47;ja;29.03.2016;11.04.2016;30.08.2025;FOSSÅNO KRAFTVERK AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Litlelva;4,4;4400;366,7;1,36000001;12.05.2009;Nei;;4,4;ja;31.03.2016;11.04.2016;20.08.2028;ULVIG KIÆR AS;Trøndelag;Namsskogan;EL 4
Godkjent;Vannkraft;Veka;9;9000;750;3;10.04.2009;Nei;;9;ja;11.04.2016;25.04.2016;02.08.2028;VEKA KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Hammeren;1,38;1378,8;114,9;4,6999998;21.12.1901;Ja;1,38;;nei;11.04.2016;25.04.2016;25.04.2031;E-CO ENERGI AS;Oslo;Oslo;EL 1
Godkjent;Vannkraft;Ryssdal;7,1;7100;591,7;1,95000004;28.05.2006;Nei;;7,1;ja;21.04.2016;02.05.2016;26.09.2025;NORSK GRØNNKRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Jordal;21,4;21400;1783,3;4,9499998;01.04.2006;Nei;;21,4;ja;21.04.2016;02.05.2016;31.07.2025;NORSK GRØNNKRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Mølnbekken;5,5;5500;458,3;1,54999995;10.12.2015;Ja;5,5;;ja;22.04.2016;02.05.2016;02.05.2031;MØLNBEKKEN KRAFTVERK AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Urke;26,8;26800;2233,3;8;11.05.2008;Nei;;26,8;ja;25.04.2016;09.05.2016;17.09.2027;TUSSA ENERGI AS;Møre og Romsdal;ØRSTA;EL 3
Godkjent;Vannkraft;Eidsetelva;6;6000;500;1,79999995;07.09.2011;Nei;;6;ja;04.03.2016;14.03.2016;18.11.2030;SMÅKRAFT AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Vika;6,5;6500;541,7;1,10000002;26.04.2007;Nei;;6,5;ja;29.04.2016;09.05.2016;01.09.2026;MO INDUSTRIPARK AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Valken;30;30000;2500;9,1999998;01.12.2015;Ja;30;;ja;29.04.2016;09.05.2016;09.05.2031;SAKSENVIK KRAFT AS;Nordland;Saltdal;EL 4
Godkjent;Vannkraft;Nordlandselva;9,5;9500;791,7;2;21.03.2006;Nei;;9,5;ja;02.05.2016;09.05.2016;27.07.2025;SJØFOSSEN ENERGI AS;Nordland;BEIARN;EL 4
Godkjent;Vannkraft;Reinskar;44;44000;3666,7;9,60000038;25.09.2008;Nei;;44;ja;03.05.2016;16.05.2016;08.02.2028;SJØFOSSEN ENERGI AS;Nordland;Gildeskål;EL 4
Godkjent;Vannkraft;Bøen I;4,9;4900;408,3;1,79999995;06.04.2006;Nei;;4,9;ja;04.05.2016;16.05.2016;19.08.2025;BØEN KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Julfoss;8;8000;666,7;2,40000009;28.11.2009;Nei;;8;ja;23.05.2016;30.05.2016;26.04.2029;JULFOSS KRAFT AS;Trøndelag;Stjørdal;EL 3
Godkjent;Vannkraft;Virakelva;14,1;14100;1175;5;27.04.2009;Nei;;14,1;ja;30.05.2016;13.06.2016;07.10.2028;NORDIC POWER AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Ormhaugfossen;7,6;7600;633,3;1,20000004;01.10.2008;Nei;;7,6;ja;30.05.2016;13.06.2016;13.03.2028;RØROS ELEKTRISITETSVERK AS;Trøndelag;Røros;EL 1
Godkjent;Vannkraft;Kjensvatn;65;65000;5416,7;14;24.07.2014;Ja;65;;ja;31.05.2016;13.06.2016;13.06.2031;STATKRAFT ENERGI AS;Nordland;HEMNES;EL 4
Godkjent;Vannkraft;Svartisen;23,18;23181,8;1931,8;600;15.05.1993;Ja;23,18;;nei;06.06.2016;20.06.2016;20.06.2031;STATKRAFT ENERGI AS;Nordland;Meløy;EL 4
Godkjent;Vannkraft;Kvannvatn;17,05;17050;1420,8;4,03999996;23.06.2008;Nei;;17,05;ja;10.06.2016;20.06.2016;11.12.2027;SAGELVA MINIKRAFTVERK AS;Nordland;RANA;EL 4
Godkjent;Vannkraft;Østli;1,9;1900;158,3;0,5;13.04.2016;Ja;1,9;;ja;10.06.2016;20.06.2016;20.06.2031;ØSTLI MINIKRAFT AS;Trøndelag;Namsskogan;EL 4
Godkjent;Vannkraft;Usma;17,1;17100;1425;5,48999977;13.04.2010;Nei;;17,1;ja;15.06.2016;27.06.2016;07.10.2029;SMÅKRAFT AS;Møre og Romsdal;SUNNDAL;EL 3
Godkjent;Vannkraft;Ljøsåa;7,1;7100;591,7;2,5999999;26.08.2008;Nei;;7,1;ja;24.06.2016;04.07.2016;27.02.2028;SMÅKRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Baggfossen;0,7;700;58,3;0,13199999;17.12.2015;Ja;0,7;;ja;29.06.2016;11.07.2016;11.07.2031;BAGGFOSSEN MIKROKRAFT AS;Nordland;Sørfold;EL 4
Godkjent;Vannkraft;Ullestad;21,5;21500;1791,7;5,42000007;01.03.2016;Ja;21,5;;ja;29.06.2016;11.07.2016;11.07.2031;ULLESTAD KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Gaudøla;5;5000;416,7;2;02.12.2004;Nei;;5;ja;04.07.2016;11.07.2016;11.06.2024;GAUDALSKRAFT AS;Møre og Romsdal;SUNNDAL;EL 3
Godkjent;Vannkraft;Kangsliåga;10;10000;833,3;3,09699988;01.06.2010;Nei;;10;ja;10.06.2016;20.06.2016;18.11.2029;HELGELAND SMÅKRAFT AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Nordsvorka;12,3;12300;1025;2,33999991;01.05.2007;Nei;;12,3;ja;08.08.2016;22.08.2016;20.12.2026;STATKRAFT ENERGI AS;Møre og Romsdal;Surnadal;EL 3
Godkjent;Vannkraft;Øvre Forsland;33;33000;2750;8,57999992;23.03.2015;Ja;33;;ja;08.08.2016;22.08.2016;22.08.2031;HELGELAND KRAFT AS;Nordland;Leirfjord;EL 4
Godkjent;Vannkraft;Fykanvannet;12;12000;1000;2,3499999;11.07.2013;Ja;12;;ja;11.08.2016;22.08.2016;22.08.2031;STATKRAFT ENERGI AS;Nordland;Meløy;EL 4
Godkjent;Vannkraft;Bøen II;10,5;10500;875;2,99;09.05.2016;Ja;10,5;;ja;21.09.2016;03.10.2016;03.10.2031;BØEN KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Sesselva;16,7;16700;1391,7;5;08.09.2016;Ja;16,7;;ja;27.09.2016;10.10.2016;10.10.2031;SESSKRAFT AS;Møre og Romsdal;Vestnes;EL 3
Godkjent;Vannkraft;Rabb-bekken;0,7;700;58,3;0,22499999;22.06.2016;Ja;0,7;;ja;01.11.2016;14.11.2016;14.11.2031;WATTS UP ? AS;Trøndelag;Stjørdal;EL 3
Godkjent;Vannkraft;Grønnedal;1,36;1358,6;113,2;1,75999999;01.01.1947;Ja;1,36;;nei;03.11.2016;14.11.2016;14.11.2031;ISTAD KRAFT AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vannkraft;Jora;5;5000;416,7;1,34899997;10.01.2008;Nei;;5;ja;25.11.2016;05.12.2016;14.12.2027;JORA KRAFTVERK AS;Trøndelag;Rennebu;EL 3
Godkjent;Vannkraft;Svartelva;2,92;2915,7;243;15,5;19.12.1959;Ja;2,92;;nei;08.12.2016;19.12.2016;19.12.2031;TRØNDERENERGI KRAFT AS;Trøndelag;Indre Fosen;EL 3
Godkjent;Vannkraft;Dravlaus;14,5;14500;1208,3;4,17999982;17.11.2016;Ja;14,5;;ja;12.12.2016;26.12.2016;26.12.2031;DRAVLAUS KRAFT AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Storvatnet;8,6;8600;716,7;2;20.10.2015;Ja;8,6;;ja;15.12.2016;26.12.2016;26.12.2031;SMOLTEN AS;Nordland;Hamarøy;EL 4
Godkjent;Vannkraft;Rekvatn;1,37;1374,2;114,5;23,29999923;19.12.1953;Nei;;1,37;nei;21.12.2016;02.01.2017;19.12.2031;NORD-SALTEN KRAFT AS;Nordland;Hamarøy;EL 4
Godkjent;Vannkraft;Rekvatn;4,11;4114;342,8;23,29999923;19.12.1953;Ja;4,11;;nei;21.12.2016;02.01.2017;02.01.2032;NORD-SALTEN KRAFT AS;Nordland;Hamarøy;EL 4
Godkjent;Vannkraft;Kvarv;1,61;1614,5;134,5;2,20000004;01.01.1987;Ja;1,61;;nei;27.01.2017;06.02.2017;06.02.2032;ISE PRODUKSJON AS;Nordland;Sørfold;EL 4
Godkjent;Vannkraft;Havdal;10;10000;833,3;2,29999995;24.11.2009;Nei;;10;ja;02.02.2017;13.02.2017;06.01.2030;NORSK GRØNNKRAFT AS;Trøndelag;Lierne;EL 4
Godkjent;Vannkraft;Knutfoss;16,5;16500;1375;4,8499999;26.04.2010;Nei;;16,5;ja;28.02.2017;13.03.2017;07.07.2030;SMÅKRAFT AS;Trøndelag;GRONG;EL 3
Godkjent;Vannkraft;Borgåna;5,5;5500;458,3;1,95000004;31.01.2017;Ja;5,5;;ja;10.03.2017;20.03.2017;20.03.2032;BORGÅNA KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Sørdalselva;7,64;7640;636,7;2,70000004;21.04.2017;Ja;7,64;;ja;08.05.2017;22.05.2017;22.05.2032;SMÅKRAFT AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Brekkestøl;2,29;2287,5;190,6;1,44000005;01.01.2000;Ja;2,29;;nei;20.06.2017;03.06.2017;03.06.2032;BREKKESTØL KRAFTVERK AS;Rogaland;Gjesdal;EL 2
Godkjent;Vannkraft;Leiråa;27;27000;2250;5,5;01.03.2017;Ja;27;;ja;21.06.2017;03.07.2017;03.07.2032;HELGELAND KRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vannkraft;Tverråna;9,8;9800;816,7;3,25999999;01.06.2016;Ja;9,8;;ja;30.06.2017;10.07.2017;10.07.2032;ULLESTAD KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vindkraft;Rye Vind;0,3;300;25;0,225;09.11.2015;Ja;0,3;;ja;30.06.2017;22.05.2017;22.05.2032;LARS HOEM;Trøndelag;Trondheim;EL 3
Godkjent;Vannkraft;Tosdalen;40,5;40500;3375;19,29999923;09.02.2017;Ja;40,5;;ja;30.06.2017;10.07.2017;10.07.2032;HELGELAND KRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vannkraft;Govddesåga;58;58000;4833,3;26,79999923;07.07.2016;Ja;58;;ja;03.07.2017;10.07.2017;10.07.2032;GOVDDESÅGA KRAFTVERK AS;Nordland;Beiarn;EL 4
Godkjent;Vannkraft;Bjørnstokk;24,8;24800;2066,7;8,1999998;06.07.2017;Ja;24,8;;ja;17.08.2017;28.08.2017;28.08.2032;HELGELAND KRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vindkraft;Egersund;370;370000;30833,3;112,2;16.11.2017;Ja;370;;ja;24.11.2017;04.12.2017;04.12.2032;NORSK VIND EGERSUND AS;Rogaland;Eigersund;EL 2
Godkjent;Vannkraft;Nedre Røssåga;151,48;151475,7;12623;350;24.03.1955;Ja;151,48;;nei;28.11.2017;11.12.2017;11.12.2032;STATKRAFT ENERGI AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Tysseelva;17,25;17250;1437,5;5,55000019;08.11.2017;Ja;17,25;;ja;08.01.2018;22.01.2018;22.01.2033;SMÅKRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vindkraft;Svåheia ;96,3;96300;8025;25,2;12.02.2018;Ja;96,3;;ja;08.03.2018;19.03.2018;19.03.2033;DALANE VIND AS;Rogaland;Eigersund;EL 2
Godkjent;Vindkraft;Tindafjellet;36;36000;3000;10,35;13.02.2018;Ja;36;;ja;19.03.2018;02.04.2018;02.04.2033;ASKO ROGALAND AS;Rogaland;Gjesdal;EL 2
Godkjent;Vannkraft;Gryte II;2,4;2400;200;0,5;15.02.2018;Ja;2,4;;ja;06.04.2018;16.04.2018;16.04.2033;GRYTE KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Byafossen;19,8;19801,2;1650,1;6;01.10.1957;Ja;19,8;;nei;11.05.2018;21.05.2018;21.05.2033;NTE ENERGI AS;Trøndelag;Steinkjer;EL 3
Godkjent;Vannkraft;Sandvik;3,5;3500;291,7;0,99;14.03.2018;Ja;3,5;;ja;07.06.2018;18.06.2018;18.06.2033;SANDVIK KRAFTVERK AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Oldereid;8,05;8049,3;670,8;15;01.11.1953;Ja;8,05;;nei;10.09.2018;10.09.2018;10.09.2033;SKS PRODUKSJON AS;Nordland;Bodø;EL 4
Godkjent;Vannkraft;Fiskløysa;18,2;18200;1516,7;5,0999999;27.09.2018;Ja;18,2;;ja;20.11.2018;03.12.2018;03.12.2033;FISKLØYSA KRAFTVERK AS;Trøndelag;Lierne;EL 4
Godkjent;Vindkraft;Skurvenuten;23;23000;1916,7;6,9;12.10.2018;Ja;23;;ja;06.12.2018;17.12.2018;17.12.2033;ASKO ROGALAND AS;Rogaland;Gjesdal;EL 2
Godkjent;Vannkraft;Birkedal;0,1;98;8,2;0,05499999;20.12.2017;Ja;0,1;;nei;10.12.2018;17.12.2018;17.12.2033;BØSTRAND AUTOMASKIN;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Grytendal;21,3;21300;1775;6,3499999;27.11.2018;Ja;21,3;;ja;17.12.2018;27.12.2018;27.12.2033;GRYTENDAL KRAFTVERK AS;Nordland;Bindal;EL 4
Godkjent;Vannkraft;Tenneelva;10,3;10300;858,3;3,40000009;20.12.2018;Ja;10,3;;ja;31.01.2019;11.02.2019;11.02.2034;TUSSA ENERGI AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Vengåa;11;11000;916,7;4,55000019;06.09.2018;Ja;11;;ja;25.10.2018;05.11.2018;05.11.2033;VENGÅKRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Sagelva;8,6;8600;716,7;2,79999995;30.03.2019;Ja;8,6;;ja;14.05.2019;27.05.2019;27.05.2034;SAGELVA KRAFTVERK AS;Trøndelag;Stjørdal;EL 3
Godkjent;Vannkraft;Røfsdalselva;13;13000;1083,3;3,21000003;03.06.2019;Ja;13;;ja;25.06.2019;08.07.2019;08.07.2034;RØFSDALSKRAFT AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Rusdalsåni;17,8;17800;1483,3;5,48999977;28.05.2019;Ja;17,8;;ja;25.06.2019;08.07.2019;08.07.2034;RUSDALSÅNI KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Suldal I;50,49;50493,9;4207,8;180;01.01.1965;Ja;50,49;;nei;15.07.2019;22.07.2019;22.07.2034;Norsk Hydro ASA;Rogaland;Suldal;EL 2
Godkjent;Vindkraft;Hitra 2;289,9;289900;24158,3;93,6;02.09.2019;Ja;289,9;;ja;25.10.2019;04.11.2019;04.11.2034;FOSEN VIND DA;Trøndelag;Hitra;EL 3
Godkjent;Sol;ASKO Kalbakken B9;0,9;900;75;1,147;01.12.2016;Ja;0,9;;nei;03.04.2017;10.04.2017;10.04.2032;;Oslo;Oslo;EL 1
Godkjent;Sol;ASKO Midt ;0,96;962,2;80,2;1,384;07.11.2016;Ja;0,96;;nei;10.10.2017;23.10.2017;23.10.2032;;Trøndelag;Trondheim;EL 3
Godkjent;Sol;Asko Kalbakken NK22;0,65;650;54,2;0,812;03.11.2017;Ja;0,65;;nei;22.02.2018;05.03.2018;05.03.2033;;Oslo;Oslo;EL 1
Godkjent;Sol;CC VEST;0,33;325;27,1;0,363;26.10.2017;Ja;0,33;;nei;23.11.2018;04.12.2018;04.12.2033;;Oslo;Oslo;EL 1
Godkjent;Sol;Orkla City Drammensveien 150;0,01;12;1;0,09;04.04.2019;Ja;0,01;;nei;14.06.2019;24.06.2019;24.06.2034;;Oslo;Oslo;EL 1
Godkjent;Vannkraft;Storelva;23;23000;1916,7;8;09.01.2019;Ja;23;;ja;02.01.2020;20.01.2020;20.01.2035;HELGELAND KRAFT VANNKRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vannkraft;Tverråa;16;16000;1333,3;4,6999998;09.05.2018;Ja;16;;ja;15.01.2020;27.01.2020;27.01.2035;HELGELAND KRAFT VANNKRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vannkraft;Helgåa;6,6;6600;550;2,07999992;19.11.2019;Ja;6,6;;ja;17.01.2020;27.01.2020;27.01.2035;RØFSDALSKRAFT AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vindkraft;Storøy ;25;25000;2083,3;6,4;25.09.2018;Ja;25;;ja;16.10.2018;28.10.2018;28.10.2033;STORØY VINDPARK AS;Rogaland;Karmøy;EL 2
Godkjent;Sol;ASKO Øst Vestby;0,85;850;70,8;1,044;11.09.2014;Ja;0,85;;nei;08.07.2016;18.07.2016;18.07.2031;;Viken;Vestby;EL 1
Godkjent;Sol;Låven Evenstad;0,06;63;5,3;0,07;25.11.2013;Ja;0,06;;nei;10.08.2016;22.08.2016;22.08.2031;;Innlandet;Stor-Elvdal;EL 1
Godkjent;Sol;Tunga Gård Ole Holta;0,2;200;16,7;0,172;06.04.2016;Ja;0,2;;nei;10.08.2016;22.08.2016;22.08.2031;;Vestfold og Telemark;Notodden;EL 2
Godkjent;Sol;ASKO Øst Vestby;0,63;625;52,1;0,788;11.09.2014;Ja;0,63;;nei;03.04.2017;10.04.2017;10.04.2032;;Viken;VESTBY;EL 1
Godkjent;Sol;ASKO Øst Vestby;1,53;1530;127,5;1,392;11.09.2014;Ja;1,53;;nei;10.10.2017;06.11.2017;06.11.2032;;Viken;Vestby;EL 1
Godkjent;Sol;HINN Campus Hamar;0,13;134;11,2;0,167;10.11.2017;Ja;0,13;;nei;02.05.2018;07.05.2018;07.05.2033;;Innlandet;Hamar;EL 1
Godkjent;BIO;Volter Evenstad ;0,15;150;12,5;0,045;01.01.2008;Ja;0,15;;nei;28.06.2018;16.07.2018;16.07.2033;;Innlandet;Stor-Elvdal;EL 1
